,required,optional,optional,optional
,uint32,string,uint64,uint32
,id,path,approach,red_flag
备注,物品资源Id,图标路径,获取方式类型,是否一直显示红点 1：是 0：否
,101,Textures/Atlas/Dyn/Item/101.png,16777216,0
,102,Textures/Atlas/Dyn/Item/102.png,16777216,0
,103,Textures/Atlas/Dyn/Item/103.png,16777216,0
,210024,Textures/Atlas/Dyn/Item/210023.png,4096,0
,5001022,Textures/Atlas/Dyn/Item/5002012.png,35184372088832,0
,5001032,Textures/Atlas/Dyn/Item/5002012.png,35184372088832,0
,5001042,Textures/Atlas/Dyn/Item/5002012.png,35184372088832,0
,5001052,Textures/Atlas/Dyn/Item/5002012.png,35184372088832,0
,5002022,Textures/Atlas/Dyn/Item/5004012.png,35184372088832,0
,5002032,Textures/Atlas/Dyn/Item/5004012.png,35184372088832,0
,5002042,Textures/Atlas/Dyn/Item/5004012.png,35184372088832,0
,5002052,Textures/Atlas/Dyn/Item/5004012.png,35184372088832,0
,5003022,Textures/Atlas/Dyn/Item/5005012.png,35184372088832,0
,5003032,Textures/Atlas/Dyn/Item/5005012.png,35184372088832,0
,5003042,Textures/Atlas/Dyn/Item/5005012.png,35184372088832,0
,5003052,Textures/Atlas/Dyn/Item/5005012.png,35184372088832,0
,5004022,Textures/Atlas/Dyn/Item/5012012.png,35184372088832,0
,5004032,Textures/Atlas/Dyn/Item/5012012.png,35184372088832,0
,5004042,Textures/Atlas/Dyn/Item/5012012.png,35184372088832,0
,5004052,Textures/Atlas/Dyn/Item/5012012.png,35184372088832,0
,5005022,Textures/Atlas/Dyn/Item/5006012.png,35184372088832,0
,5005032,Textures/Atlas/Dyn/Item/5006012.png,35184372088832,0
,5005042,Textures/Atlas/Dyn/Item/5006012.png,35184372088832,0
,5005052,Textures/Atlas/Dyn/Item/5006012.png,35184372088832,0
,5006022,Textures/Atlas/Dyn/Item/5007012.png,35184372088832,0
,5006032,Textures/Atlas/Dyn/Item/5007012.png,35184372088832,0
,5006042,Textures/Atlas/Dyn/Item/5007012.png,35184372088832,0
,5006052,Textures/Atlas/Dyn/Item/5007012.png,35184372088832,0
,5007022,Textures/Atlas/Dyn/Item/5002012.png,35184372088832,0
,5007032,Textures/Atlas/Dyn/Item/5002012.png,35184372088832,0
,5007042,Textures/Atlas/Dyn/Item/5002012.png,35184372088832,0
,5007052,Textures/Atlas/Dyn/Item/5002012.png,35184372088832,0
,5008022,Textures/Atlas/Dyn/Item/5007012.png,35184372088832,0
,5008032,Textures/Atlas/Dyn/Item/5007012.png,35184372088832,0
,5008042,Textures/Atlas/Dyn/Item/5007012.png,35184372088832,0
,5008052,Textures/Atlas/Dyn/Item/5007012.png,35184372088832,0
