,required,required,required,required,required,required,required,required,required,required,required,required,required,required,required
,uint32,uint32,uint32,string,string,string,float,float,float,uint32,uint32,float,uint32,uint32,string
,id,levelId,pathId,position,rotation,safePos,patrolSpeed,fightDistance,triggerDistance,triggerAngle,noColor,attack_radius,patrolMinStayTime,patrolMaxStayTime,paths
备注,id,场景ID,路径ID,坐标,角度,英雄安全点,巡逻速度,战斗距离,触发距离,触发角度,视野颜色0可见1不可见,偷袭距离,巡逻最小停留时间,巡逻最大停留时间,路径
,3158001,3158,1,"-28.72,13.022,3.03","0,90,0","-14.19,13.022,-0.08",0,7,7,80,0,0,1000,1000,
,3158002,3158,2,"-28.72,13.022,-2.9","0,90,0","-14.19,13.022,-0.08",0,7,7,80,0,0,1000,1000,
,3158003,3158,3,"-46.55,13.022,3.03","0,90,0","-14.19,13.022,-0.08",0,7,7,80,0,0,1000,1000,
,3158004,3158,4,"-46.55,13.022,-2.9","0,90,0","-14.19,13.022,-0.08",0,7,7,80,0,0,1000,1000,
,3158005,3158,5,"-55.95,13.022,0.02","0,90,0","-14.19,13.022,-0.08",0,7,7,360,0,0,1000,1000,
,3158006,3158,6,"-81.22,15.720,3.03","0,90,0","-70.25,15.720,0.441",0,7,7,80,0,0,1000,1000,
,3158007,3158,7,"-81.22,15.720,-2.9","0,90,0","-70.25,15.720,0.441",0,7,7,80,0,0,1000,1000,
,3158008,3158,8,"-97.97,18.298,8.98","0,90,0","-70.25,15.720,0.441",0,5,5,360,0,0,1000,1000,
,3158009,3158,9,"-97.97,18.298,-9.32","0,90,0","-70.25,15.720,0.441",0,5,5,360,0,0,1000,1000,
,3158010,3158,10,"-103.8,18.298,0.02","0,90,0","-70.25,15.72,0.441",0,7,7,360,0,0,1000,1000,
,3158011,3158,11,"-112.8,21.990,-0.1","0,90,0","-110.5,21.990,-8.03",0,7,7,360,0,0,1000,1000,
