,required,required,required,optional,optional,optional,optional,optional,optional,optional,optional,optional
,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32,int32
,indexId,Id,Index,talkId,Leftid,leftFace,Midid,midFace,Rightid,rightFace,voiceId,IsSkip
备注,,对白ID,下标,说话者,左半身像，填写NPCid,左边表情编号,中间半身像,中间表情,右半身像，填写NPCid,右边表情编号,配音ID,1：能跳过 0：不能跳过（默认不能跳过）
,1011101,10111,1,101,101,0,-1,0,-1,0,10000,1
,1011201,10112,1,2032,-1,0,-1,0,2032,0,10003,1
,1011202,10112,2,2031,2031,0,-1,0,2032,0,10004,1
,1011203,10112,3,101,101,100106,-1,0,2032,0,10005,1
,1011204,10112,4,2032,101,100106,-1,0,2032,106404,10006,1
,1011205,10112,5,2031,2031,0,-1,0,2032,106404,10007,1
,1011206,10112,6,101,101,100104,-1,0,2032,106404,10008,1
,1011207,10112,7,2032,101,100104,-1,0,2032,106401,10009,1
,1011208,10112,8,2032,101,100104,-1,0,2032,106401,10010,1
,1011209,10112,9,2031,2031,0,-1,0,2032,106401,10011,1
